__run_id,__done,benchmark,compilation,cold_start_energy,warm_start_energy,cold_start_cpu_util,warm_start_cpu_util,cold_start_duration,warm_start_duration,cold_start_memory_util,warm_start_memory_util
run_15_repetition_7,DONE,mandlebrot/original.py,original,28.397,27.839,95.943,99.776,7809,7620,392278016,394047488
run_16_repetition_7,DONE,mandlebrot/original.py,numba,27.359,27.873,95.703,100.0,7373,7020,388014080,394502144
run_17_repetition_7,DONE,mandlebrot/original.py,cython,19.173,19.388,93.852,100.0,5263,4941,377311232,382529536
run_18_repetition_7,DONE,nbody/original.py,original,4.437,4.633,78.331,100.0,1444,1331,10240000,10240000
run_19_repetition_7,DONE,nbody/original.py,numba,4.476,4.584,78.173,100.0,1482,1312,10186752,10186752
run_20_repetition_7,DONE,nbody/original.py,cython,4.318,5.032,82.627,100.0,1824,1389,10727424,10727424
run_21_repetition_7,DONE,recur_matrix_multiplication/original.py,original,3.221,3.163,73.345,100.0,1235,1122,10031104,10227712
run_22_repetition_7,DONE,recur_matrix_multiplication/original.py,numba,2.992,3.469,75.495,98.765,1292,1008,10076160,10076160
run_23_repetition_7,DONE,recur_matrix_multiplication/original.py,cython,1.452,1.504,56.256,96.716,684,533,38658048,38903808
run_24_repetition_7,DONE,richards/original.py,original,4.816,3.926,79.241,100.0,1501,1141,25927680,25677824
run_25_repetition_7,DONE,richards/original.py,numba,4.47,3.996,79.474,100.0,1482,1103,25903104,25862144
run_26_repetition_7,DONE,richards/original.py,cython,6.356,5.361,82.243,99.398,1881,1559,25645056,25378816
run_27_repetition_7,DONE,spectral_norm/original.py,original,9.661,10.235,88.73,99.697,2888,2490,77926400,77926400
run_28_repetition_7,DONE,spectral_norm/original.py,numba,10.269,9.916,89.006,100.0,2793,2491,77287424,77287424
run_29_repetition_7,DONE,spectral_norm/original.py,cython,8.745,8.715,88.337,99.792,2565,2262,80183296,80183296
run_0_repetition_8,DONE,binary_trees/original.py,original,4.577,4.054,85.124,100.0,2166,1977,444239872,479268864
run_1_repetition_8,DONE,binary_trees/original.py,numba,4.334,4.01,85.528,99.667,2223,1882,442982400,478011392
run_2_repetition_8,DONE,binary_trees/original.py,cython,2.714,2.553,80.102,98.571,1577,1312,442503168,469987328
run_3_repetition_8,DONE,dac_mergesort/original.py,original,2.248,1.861,64.83,98.086,874,704,30851072,30720000
run_4_repetition_8,DONE,dac_mergesort/original.py,numba,2.051,2.054,67.571,100.0,931,723,30883840,30752768
run_5_repetition_8,DONE,dac_mergesort/original.py,cython,1.79,1.911,59.537,98.077,741,477,31117312,30986240
run_6_repetition_8,DONE,dijkstra/original.py,original,2.597,2.446,68.666,100.0,988,856,10485760,10706944
run_7_repetition_8,DONE,dijkstra/original.py,numba,2.864,2.567,64.814,99.07,912,799,10387456,10608640
run_8_repetition_8,DONE,dijkstra/original.py,cython,2.154,2.314,63.602,98.056,874,666,11026432,11026432
run_9_repetition_8,DONE,fannkuch/original.py,original,1.742,1.081,60.825,95.749,893,477,25268224,25268224
run_10_repetition_8,DONE,fannkuch/original.py,numba,1.936,1.266,64.084,96.838,779,419,25391104,25288704
run_11_repetition_8,DONE,fannkuch/original.py,cython,1.223,1.066,60.688,97.523,836,305,25563136,25493504
run_12_repetition_8,DONE,insertionsort/original.py,original,2.008,1.71,57.232,100.0,741,552,16470016,16470016
run_13_repetition_8,DONE,insertionsort/original.py,numba,2.029,1.789,61.312,96.97,760,609,16740352,16740352
run_14_repetition_8,DONE,insertionsort/original.py,cython,2.041,1.913,61.943,98.302,760,571,16842752,16842752
run_15_repetition_8,DONE,mandlebrot/original.py,original,27.284,26.639,95.763,99.77,7429,7050,388009984,394498048
run_16_repetition_8,DONE,mandlebrot/original.py,numba,28.716,27.458,96.262,99.922,8197,6898,390455296,394047488
run_17_repetition_8,DONE,mandlebrot/original.py,cython,19.619,19.26,93.693,100.0,5130,4865,369786880,378146816
run_18_repetition_8,DONE,nbody/original.py,original,4.259,4.815,77.754,100.0,1539,1217,10240000,10240000
run_19_repetition_8,DONE,nbody/original.py,numba,4.14,4.971,79.592,100.0,1520,1236,10076160,10076160
run_20_repetition_8,DONE,nbody/original.py,cython,5.024,4.809,78.364,99.043,1482,1426,10493952,10493952
run_21_repetition_8,DONE,recur_matrix_multiplication/original.py,original,3.379,3.01,75.279,99.524,1197,1180,10002432,10199040
run_22_repetition_8,DONE,recur_matrix_multiplication/original.py,numba,3.203,3.501,76.459,98.889,1330,1008,9990144,10186752
run_23_repetition_8,DONE,recur_matrix_multiplication/original.py,cython,1.557,1.248,55.834,100.0,703,609,38723584,38973440
run_24_repetition_8,DONE,richards/original.py,original,4.801,3.542,79.592,99.194,1444,1217,26034176,25993216
run_25_repetition_8,DONE,richards/original.py,numba,4.888,3.553,77.783,100.0,1444,1198,25948160,25907200
run_26_repetition_8,DONE,richards/original.py,cython,5.866,5.421,83.31,98.947,1938,1502,25583616,25583616
run_27_repetition_8,DONE,spectral_norm/original.py,original,10.333,10.174,88.268,99.481,2793,2547,78127104,78127104
run_28_repetition_8,DONE,spectral_norm/original.py,numba,10.565,10.111,89.046,99.403,2812,2528,77938688,77938688
run_29_repetition_8,DONE,spectral_norm/original.py,cython,8.629,8.357,88.469,99.244,2546,2243,79822848,79822848
run_0_repetition_9,DONE,binary_trees/original.py,original,4.112,3.846,85.849,100.0,2204,1958,452886528,488587264
run_1_repetition_9,DONE,binary_trees/original.py,numba,4.068,3.955,85.454,100.0,2147,1958,455532544,482844672
run_2_repetition_9,DONE,binary_trees/original.py,cython,3.584,2.817,78.616,98.828,1501,1198,443707392,469295104
run_3_repetition_9,DONE,dac_mergesort/original.py,original,2.302,1.625,63.173,100.0,855,761,30920704,30789632
run_4_repetition_9,DONE,dac_mergesort/original.py,numba,2.215,1.603,63.049,98.667,969,838,30969856,30838784
run_5_repetition_9,DONE,dac_mergesort/original.py,cython,1.629,1.733,58.275,100.0,760,534,31027200,30896128
run_6_repetition_9,DONE,dijkstra/original.py,original,2.99,2.616,67.092,100.0,950,914,10280960,10502144
run_7_repetition_9,DONE,dijkstra/original.py,numba,2.552,2.675,67.532,99.373,1007,780,10272768,10493952
run_8_repetition_9,DONE,dijkstra/original.py,cython,2.615,2.168,63.175,97.976,836,723,11026432,11026432
run_9_repetition_9,DONE,fannkuch/original.py,original,1.955,1.19,60.941,96.411,779,400,25239552,25100288
run_10_repetition_9,DONE,fannkuch/original.py,numba,1.987,1.146,59.862,97.036,798,419,25419776,25280512
run_11_repetition_9,DONE,fannkuch/original.py,cython,1.262,0.832,59.269,100.0,779,343,25612288,25530368
run_12_repetition_9,DONE,insertionsort/original.py,original,1.901,1.772,58.228,100.0,722,571,16523264,16523264
run_13_repetition_9,DONE,insertionsort/original.py,numba,1.935,1.828,58.421,100.0,722,533,16470016,16470016
run_14_repetition_9,DONE,insertionsort/original.py,cython,1.672,2.042,65.517,97.241,855,533,16896000,16896000
run_15_repetition_9,DONE,mandlebrot/original.py,original,26.955,27.238,95.435,99.893,7334,7107,390443008,394035200
run_16_repetition_9,DONE,mandlebrot/original.py,numba,28.365,27.821,95.976,100.0,7752,7620,396062720,396361728
run_17_repetition_9,DONE,mandlebrot/original.py,cython,19.986,20.615,94.465,99.837,5966,5530,369790976,378150912
run_18_repetition_9,DONE,nbody/original.py,original,4.222,4.965,80.247,100.0,1520,1275,10186752,10186752
run_19_repetition_9,DONE,nbody/original.py,numba,4.556,4.729,77.988,100.0,1501,1331,10162176,10162176
run_20_repetition_9,DONE,nbody/original.py,cython,4.998,5.024,79.884,99.339,1501,1350,10579968,10579968
run_21_repetition_9,DONE,recur_matrix_multiplication/original.py,original,3.394,2.907,73.161,100.0,1178,1217,9965568,10162176
run_22_repetition_9,DONE,recur_matrix_multiplication/original.py,numba,2.351,3.248,80.553,98.746,1596,1085,9994240,10190848
run_23_repetition_9,DONE,recur_matrix_multiplication/original.py,cython,1.36,1.905,60.453,100.0,760,476,38658048,38907904
run_24_repetition_9,DONE,richards/original.py,original,4.446,4.14,80.486,100.0,1501,1065,26030080,25780224
run_25_repetition_9,DONE,richards/original.py,numba,5.103,3.985,78.917,98.828,1463,1217,25944064,25903104
run_26_repetition_9,DONE,richards/original.py,cython,5.9,5.867,84.063,99.423,1862,1369,25735168,25702400
run_27_repetition_9,DONE,spectral_norm/original.py,original,10.338,10.212,87.976,99.235,2736,2471,78520320,78520320
run_28_repetition_9,DONE,spectral_norm/original.py,numba,10.115,10.323,88.707,99.628,2793,2415,78512128,78512128
run_29_repetition_9,DONE,spectral_norm/original.py,cython,9.057,8.516,87.61,99.545,2375,2072,79917056,79917056
run_0_repetition_10,DONE,binary_trees/original.py,original,3.905,3.876,86.751,99.126,2280,1939,449343488,480440320
run_1_repetition_10,DONE,binary_trees/original.py,numba,4.371,4.079,85.591,100.0,2185,1921,444628992,480378880
run_2_repetition_10,DONE,binary_trees/original.py,cython,2.956,2.093,80.594,100.0,1558,1407,443523072,477298688
run_3_repetition_10,DONE,dac_mergesort/original.py,original,1.902,1.774,65.525,99.145,912,723,30781440,30650368
run_4_repetition_10,DONE,dac_mergesort/original.py,numba,2.217,1.969,63.71,97.368,874,704,30797824,30666752
run_5_repetition_10,DONE,dac_mergesort/original.py,cython,1.715,1.834,63.024,100.0,798,495,30941184,30810112
run_6_repetition_10,DONE,dijkstra/original.py,original,3.053,2.637,66.503,99.174,950,951,10477568,10698752
run_7_repetition_10,DONE,dijkstra/original.py,numba,2.529,2.803,66.809,98.605,969,799,10371072,10592256
run_8_repetition_10,DONE,dijkstra/original.py,cython,2.157,2.284,63.906,97.784,874,704,10846208,10846208
run_9_repetition_10,DONE,fannkuch/original.py,original,1.994,1.296,59.233,96.172,760,400,25268224,25268224
run_10_repetition_10,DONE,fannkuch/original.py,numba,1.766,1.176,62.215,100.0,836,419,25239552,25239552
run_11_repetition_10,DONE,fannkuch/original.py,cython,1.637,0.795,55.927,100.0,684,400,25550848,25550848
run_12_repetition_10,DONE,insertionsort/original.py,original,2.017,1.813,59.303,100.0,779,533,16629760,16629760
run_13_repetition_10,DONE,insertionsort/original.py,numba,1.887,1.751,59.304,100.0,760,533,16625664,16625664
run_14_repetition_10,DONE,insertionsort/original.py,cython,2.059,1.756,58.706,98.286,741,647,16863232,16863232
run_15_repetition_10,DONE,mandlebrot/original.py,original,27.875,27.042,96.331,99.861,7866,6842,392765440,394534912
run_16_repetition_10,DONE,mandlebrot/original.py,numba,28.082,27.991,95.783,99.879,7866,7487,395186176,401870848
run_17_repetition_10,DONE,mandlebrot/original.py,cython,20.224,20.412,94.838,100.0,5993,5502,377307136,382640128
run_18_repetition_10,DONE,nbody/original.py,original,4.896,4.902,79.874,100.0,1482,1293,10227712,10424320
run_19_repetition_10,DONE,nbody/original.py,numba,4.413,4.479,78.818,100.0,1444,1331,10199040,10199040
run_20_repetition_10,DONE,nbody/original.py,cython,4.869,5.276,79.036,99.286,1539,1312,10485760,10485760
run_21_repetition_10,DONE,recur_matrix_multiplication/original.py,original,3.613,3.302,72.784,99.237,1178,1103,10027008,10223616
run_22_repetition_10,DONE,recur_matrix_multiplication/original.py,numba,3.681,3.015,75.112,98.814,1197,1103,10018816,10215424
run_23_repetition_10,DONE,recur_matrix_multiplication/original.py,cython,1.57,1.706,53.492,97.5,647,515,38789120,39051264
run_24_repetition_10,DONE,richards/original.py,original,4.546,3.823,78.935,100.0,1501,1141,25903104,25735168
run_25_repetition_10,DONE,richards/original.py,numba,4.453,4.233,78.905,100.0,1577,1065,25882624,25841664
run_26_repetition_10,DONE,richards/original.py,cython,6.322,5.47,82.078,98.565,1824,1445,25669632,25444352
run_27_repetition_10,DONE,spectral_norm/original.py,original,10.389,10.198,89.74,99.471,2850,2547,78196736,78196736
run_28_repetition_10,DONE,spectral_norm/original.py,numba,10.41,9.907,88.568,99.545,2736,2490,78196736,78196736
run_29_repetition_10,DONE,spectral_norm/original.py,cython,8.712,8.527,87.923,99.41,2470,2129,80523264,80523264
run_0_repetition_11,DONE,binary_trees/original.py,original,3.969,4.075,85.5,99.265,2147,1920,443047936,477966336
run_1_repetition_11,DONE,binary_trees/original.py,numba,4.231,4.181,86.128,100.0,2204,1920,442228736,481636352
run_2_repetition_11,DONE,binary_trees/original.py,cython,3.074,2.959,81.114,100.0,1653,1369,444219392,477995008
run_3_repetition_11,DONE,dac_mergesort/original.py,original,2.251,2.02,65.436,98.214,855,742,30920704,30789632
run_4_repetition_11,DONE,dac_mergesort/original.py,numba,2.36,1.9,65.122,98.496,894,647,30879744,30748672
run_5_repetition_11,DONE,dac_mergesort/original.py,cython,1.815,1.402,60.325,98.421,779,552,31023104,30892032
run_6_repetition_11,DONE,dijkstra/original.py,original,2.586,2.887,67.386,100.0,931,742,10526720,10747904
run_7_repetition_11,DONE,dijkstra/original.py,numba,2.269,2.925,68.468,98.866,1007,780,10485760,10485760
run_8_repetition_11,DONE,dijkstra/original.py,cython,2.312,2.372,61.256,97.744,836,705,10858496,10858496
run_9_repetition_11,DONE,fannkuch/original.py,original,1.431,1.353,65.142,96.364,950,400,25452544,25313280
run_10_repetition_11,DONE,fannkuch/original.py,numba,1.656,1.36,63.162,98.636,836,401,25284608,25284608
run_11_repetition_11,DONE,fannkuch/original.py,cython,1.235,1.166,60.039,97.368,817,324,25587712,25518080
run_12_repetition_11,DONE,insertionsort/original.py,original,1.671,1.761,60.631,98.464,760,571,16556032,16556032
run_13_repetition_11,DONE,insertionsort/original.py,numba,1.559,1.778,66.695,100.0,969,533,16494592,16691200
run_14_repetition_11,DONE,insertionsort/original.py,cython,1.692,1.707,60.643,97.576,779,609,16998400,16998400
run_15_repetition_11,DONE,mandlebrot/original.py,original,27.869,27.94,95.874,99.8,7961,7468,395980800,397946880
run_16_repetition_11,DONE,mandlebrot/original.py,numba,28.683,28.06,96.186,99.881,7999,7962,393302016,393601024
run_17_repetition_11,DONE,mandlebrot/original.py,cython,18.47,18.832,95.107,100.0,6498,5037,373805056,379416576
run_18_repetition_11,DONE,nbody/original.py,original,3.832,4.443,81.609,98.915,1786,1484,10067968,10067968
run_19_repetition_11,DONE,nbody/original.py,numba,4.436,4.497,79.573,100.0,1482,1293,10231808,10231808
run_20_repetition_11,DONE,nbody/original.py,cython,4.863,5.048,78.395,99.333,1520,1407,10723328,10723328
run_21_repetition_11,DONE,recur_matrix_multiplication/original.py,original,3.474,3.158,73.97,100.0,1292,1104,10043392,10240000
run_22_repetition_11,DONE,recur_matrix_multiplication/original.py,numba,3.184,3.425,72.967,100.0,1330,1065,9900032,10096640
run_23_repetition_11,DONE,recur_matrix_multiplication/original.py,cython,1.741,1.692,53.741,100.0,778,476,38699008,38993920
run_24_repetition_11,DONE,richards/original.py,original,4.735,4.227,78.393,100.0,1539,1084,25841664,25841664
run_25_repetition_11,DONE,richards/original.py,numba,4.599,4.201,79.321,99.516,1596,1160,25907200,25657344
run_26_repetition_11,DONE,richards/original.py,cython,6.001,5.951,83.794,99.619,1919,1407,25673728,25616384
run_27_repetition_11,DONE,spectral_norm/original.py,original,10.078,10.33,89.122,99.487,2888,2452,77901824,77901824
run_28_repetition_11,DONE,spectral_norm/original.py,numba,9.927,9.996,89.423,99.778,2869,2547,78647296,78647296
run_29_repetition_11,DONE,spectral_norm/original.py,cython,8.454,8.559,88.166,99.469,2565,2243,79450112,79450112
run_0_repetition_12,DONE,binary_trees/original.py,original,3.632,3.9,86.492,99.126,2280,1939,442183680,481427456
run_1_repetition_12,DONE,binary_trees/original.py,numba,3.926,4.322,86.002,99.755,2337,1920,449540096,479752192
run_2_repetition_12,DONE,binary_trees/original.py,cython,2.305,2.275,81.177,98.581,1691,1388,439091200,477093888
run_3_repetition_12,DONE,dac_mergesort/original.py,original,2.293,2.009,63.266,98.649,836,685,30785536,30613504
run_4_repetition_12,DONE,dac_mergesort/original.py,numba,2.075,1.837,65.149,100.0,912,723,30957568,30826496
run_5_repetition_12,DONE,dac_mergesort/original.py,cython,1.774,1.559,58.5,98.929,722,514,30994432,30863360
run_6_repetition_12,DONE,dijkstra/original.py,original,2.173,2.845,71.176,98.246,1140,780,10358784,10579968
run_7_repetition_12,DONE,dijkstra/original.py,numba,2.728,2.769,70.953,100.0,1007,799,10485760,10706944
run_8_repetition_12,DONE,dijkstra/original.py,cython,2.261,2.442,64.291,98.056,874,666,10833920,10833920
run_9_repetition_12,DONE,fannkuch/original.py,original,1.938,1.178,60.429,96.411,779,400,25255936,25116672
run_10_repetition_12,DONE,fannkuch/original.py,numba,1.813,1.215,58.944,98.958,779,438,25362432,25223168
run_11_repetition_12,DONE,fannkuch/original.py,cython,1.665,0.809,55.466,100.0,703,324,25677824,25608192
run_12_repetition_12,DONE,insertionsort/original.py,original,1.487,1.171,64.179,100.0,931,704,16617472,16617472
run_13_repetition_12,DONE,insertionsort/original.py,numba,1.858,1.921,61.13,100.0,798,514,16687104,16687104
run_14_repetition_12,DONE,insertionsort/original.py,cython,1.727,1.997,63.36,96.897,836,533,16953344,16953344
run_15_repetition_12,DONE,mandlebrot/original.py,original,28.487,28.562,96.0,100.0,7695,7677,392712192,394481664
run_16_repetition_12,DONE,mandlebrot/original.py,numba,28.344,27.907,95.628,100.0,8138,7734,387596288,392511488
run_17_repetition_12,DONE,mandlebrot/original.py,cython,20.049,20.246,92.999,100.0,6092,5405,369782784,378142720
run_18_repetition_12,DONE,nbody/original.py,original,4.784,4.531,76.566,100.0,1501,1331,10227712,10424320
run_19_repetition_12,DONE,nbody/original.py,numba,5.061,5.323,80.946,100.0,1653,1502,10063872,10063872
run_20_repetition_12,DONE,nbody/original.py,cython,4.947,4.839,77.747,98.984,1463,1408,10416128,10416128
run_21_repetition_12,DONE,recur_matrix_multiplication/original.py,original,3.107,3.28,74.503,100.0,1292,1123,10092544,10289152
run_22_repetition_12,DONE,recur_matrix_multiplication/original.py,numba,3.036,3.212,75.507,98.892,1254,1065,9965568,10162176
run_23_repetition_12,DONE,recur_matrix_multiplication/original.py,cython,1.264,1.452,60.973,100.0,741,552,38461440,38940672
run_24_repetition_12,DONE,richards/original.py,original,4.667,3.879,78.247,100.0,1482,1141,26112000,25665536
run_25_repetition_12,DONE,richards/original.py,numba,4.44,3.983,79.652,98.548,1539,1160,26083328,25833472
run_26_repetition_12,DONE,richards/original.py,cython,6.464,5.631,82.143,100.0,1748,1464,25665536,25608192
run_27_repetition_12,DONE,spectral_norm/original.py,original,10.109,9.536,88.95,100.0,2850,2604,77287424,77287424
run_28_repetition_12,DONE,spectral_norm/original.py,numba,10.382,10.121,88.823,100.0,2812,2490,78172160,78172160
run_29_repetition_12,DONE,spectral_norm/original.py,cython,9.124,8.606,88.122,99.244,2546,2243,79986688,79986688
run_0_repetition_13,DONE,binary_trees/original.py,original,4.226,3.812,85.75,99.159,2185,2015,444964864,478896128
run_1_repetition_13,DONE,binary_trees/original.py,numba,4.017,4.136,86.144,100.0,2242,1901,448237568,478584832
run_2_repetition_13,DONE,binary_trees/original.py,cython,3.126,2.494,78.968,100.0,1463,1369,440000512,478019584
run_3_repetition_13,DONE,dac_mergesort/original.py,original,1.635,1.846,69.083,100.0,969,705,30957568,30826496
run_4_repetition_13,DONE,dac_mergesort/original.py,numba,1.812,2.099,66.506,100.0,1026,647,30810112,30875648
run_5_repetition_13,DONE,dac_mergesort/original.py,cython,1.562,1.851,62.256,100.0,817,476,31019008,30887936
run_6_repetition_13,DONE,dijkstra/original.py,original,2.827,2.691,68.32,99.174,1007,951,10276864,10694656
run_7_repetition_13,DONE,dijkstra/original.py,numba,2.594,2.901,66.943,100.0,931,742,10248192,10469376
run_8_repetition_13,DONE,dijkstra/original.py,cython,2.074,2.111,64.38,100.0,874,742,11034624,11034624
run_9_repetition_13,DONE,fannkuch/original.py,original,1.568,1.417,60.343,98.804,817,400,25280512,25141248
run_10_repetition_13,DONE,fannkuch/original.py,numba,1.543,1.41,64.274,100.0,836,400,25350144,25350144
run_11_repetition_13,DONE,fannkuch/original.py,cython,1.447,1.054,59.495,100.0,760,305,25751552,25477120
run_12_repetition_13,DONE,insertionsort/original.py,original,1.637,1.978,60.524,100.0,760,514,16519168,16519168
run_13_repetition_13,DONE,insertionsort/original.py,numba,1.572,1.675,62.569,97.619,817,552,16461824,16461824
run_14_repetition_13,DONE,insertionsort/original.py,cython,1.924,1.95,58.705,100.0,798,514,16793600,16793600
run_15_repetition_13,DONE,mandlebrot/original.py,original,26.127,25.983,96.004,99.872,8455,7392,392597504,397905920
run_16_repetition_13,DONE,mandlebrot/original.py,numba,28.487,28.982,96.102,99.893,8075,8038,388386816,393498624
run_17_repetition_13,DONE,mandlebrot/original.py,cython,20.73,20.519,94.394,99.85,5643,5055,384024576,385413120
run_18_repetition_13,DONE,nbody/original.py,original,4.085,4.919,79.227,100.0,1558,1255,10088448,10088448
run_19_repetition_13,DONE,nbody/original.py,numba,4.882,4.481,78.214,100.0,1425,1369,10235904,10235904
run_20_repetition_13,DONE,nbody/original.py,cython,4.906,4.774,79.548,100.0,1596,1350,10436608,10436608
run_21_repetition_13,DONE,recur_matrix_multiplication/original.py,original,3.678,3.193,72.883,98.667,1178,1122,10002432,10199040
run_22_repetition_13,DONE,recur_matrix_multiplication/original.py,numba,3.734,3.301,72.506,99.237,1178,1104,10117120,10313728
run_23_repetition_13,DONE,recur_matrix_multiplication/original.py,cython,1.17,1.133,60.383,100.0,874,629,38895616,39022592
run_24_repetition_13,DONE,richards/original.py,original,5.005,3.483,78.008,100.0,1425,1198,25915392,25804800
run_25_repetition_13,DONE,richards/original.py,numba,4.582,4.442,80.594,100.0,1653,1160,26091520,25690112
run_26_repetition_13,DONE,richards/original.py,cython,6.248,5.571,85.317,99.405,2109,1502,25763840,25509888
run_27_repetition_13,DONE,spectral_norm/original.py,original,10.055,9.795,89.348,100.0,2907,2528,77963264,77963264
run_28_repetition_13,DONE,spectral_norm/original.py,numba,10.286,9.943,89.102,100.0,2907,2547,78008320,78008320
run_29_repetition_13,DONE,spectral_norm/original.py,cython,8.153,8.993,87.956,98.974,2584,2205,80961536,80961536
run_0_repetition_14,DONE,binary_trees/original.py,original,3.815,3.898,85.797,100.0,2280,1996,452710400,488738816
run_1_repetition_14,DONE,binary_trees/original.py,numba,4.492,3.957,84.874,99.451,2128,1958,447655936,483639296
run_2_repetition_14,DONE,binary_trees/original.py,cython,2.97,2.814,79.497,99.545,1520,1236,443125760,477868032
run_3_repetition_14,DONE,dac_mergesort/original.py,original,2.281,2.37,64.815,100.0,855,628,30773248,30838784
run_4_repetition_14,DONE,dac_mergesort/original.py,numba,2.285,2.265,64.198,100.0,893,609,30912512,30781440
run_5_repetition_14,DONE,dac_mergesort/original.py,cython,1.594,1.944,60.883,100.0,798,495,31035392,30904320
run_6_repetition_14,DONE,dijkstra/original.py,original,2.881,2.911,67.227,99.101,950,761,10293248,10514432
run_7_repetition_14,DONE,dijkstra/original.py,numba,2.727,2.408,66.444,100.0,969,875,10186752,10604544
run_8_repetition_14,DONE,dijkstra/original.py,cython,2.336,2.58,62.013,100.0,817,647,10956800,10956800
run_9_repetition_14,DONE,fannkuch/original.py,original,1.846,1.179,60.883,98.75,798,438,25358336,25219072
run_10_repetition_14,DONE,fannkuch/original.py,numba,1.877,1.437,61.197,96.537,798,400,25276416,25276416
run_11_repetition_14,DONE,fannkuch/original.py,cython,1.213,1.039,57.408,100.0,760,305,25616384,25550848
run_12_repetition_14,DONE,insertionsort/original.py,original,1.793,1.897,59.303,96.944,779,571,16478208,16478208
run_13_repetition_14,DONE,insertionsort/original.py,numba,1.773,1.944,62.29,97.373,817,533,16687104,16687104
run_14_repetition_14,DONE,insertionsort/original.py,cython,1.994,1.926,60.847,96.25,779,590,16891904,16891904
run_15_repetition_14,DONE,mandlebrot/original.py,original,27.581,25.866,96.131,99.894,8189,8114,392769536,394539008
run_16_repetition_14,DONE,mandlebrot/original.py,numba,28.148,26.849,96.19,99.799,8094,6936,393306112,393605120
run_17_repetition_14,DONE,mandlebrot/original.py,cython,19.408,19.034,93.784,99.902,5149,4808,377315328,382533632
run_18_repetition_14,DONE,nbody/original.py,original,4.43,4.772,78.738,99.155,1539,1331,10223616,10223616
run_19_repetition_14,DONE,nbody/original.py,numba,4.195,4.739,77.577,100.0,1482,1274,10129408,10129408
run_20_repetition_14,DONE,nbody/original.py,cython,5.459,5.11,81.109,100.0,1520,1464,10665984,10665984
run_21_repetition_14,DONE,recur_matrix_multiplication/original.py,original,3.163,3.582,76.526,99.474,1311,1065,9990144,10186752
run_22_repetition_14,DONE,recur_matrix_multiplication/original.py,numba,3.428,3.147,74.309,98.488,1178,1179,10117120,10313728
run_23_repetition_14,DONE,recur_matrix_multiplication/original.py,cython,1.31,1.425,56.891,100.0,741,571,38948864,39014400
run_24_repetition_14,DONE,richards/original.py,original,4.356,4.077,79.26,100.0,1558,1084,25919488,25919488
run_25_repetition_14,DONE,richards/original.py,numba,4.599,3.427,79.497,98.824,1520,1236,26132480,25686016
run_26_repetition_14,DONE,richards/original.py,cython,6.179,5.7,83.476,99.156,1957,1483,25563136,25505792
run_27_repetition_14,DONE,spectral_norm/original.py,original,9.089,9.479,90.14,100.0,3192,2632,78512128,78512128
run_28_repetition_14,DONE,spectral_norm/original.py,numba,10.03,10.086,88.931,100.0,2850,2585,78106624,78106624
run_29_repetition_14,DONE,spectral_norm/original.py,cython,8.851,9.29,88.277,99.276,2660,2281,79937536,79937536
